time,"P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)","V(SL1)","I(LIN|XBQ)","V(OUT_Q)","I(R_LOAD)","V(N6|XBVM1)","I(L_SL|XBVM1)","P(B_JM1|XBVM1)","V(B_JM1|XBVM1)","P(B_JM2|XBVM1)","V(B_JM2|XBVM1)","P(B_JS1|XBVM1)","V(B_JS1|XBVM1)","P(B_JS2|XBVM1)","V(B_JS2|XBVM1)","I(I_WL1)","I(I_BL1)","I(I_SE1)"
8.062500e-12,2.570517e-03,5.194866e-06,-3.506255e-07,4.324046e-01,-5.942516e-06,1.505297e-05,3.783124e-01,-1.429184e-07,1.972133e-05,-3.506255e-07,6.164686e-08,-1.522352e-05,1.977648e-05,3.500000e-05,-1.800762e-07,-6.496293e-09,-9.098234e-07,-3.506255e-07,6.164686e-07,6.164686e-08,-5.299775e-06,-3.506255e-07,-1.750410e-04,7.461705e-07,1.228809e-03,-8.974481e-08,8.650175e-03,-2.477525e-06,-6.863109e-03,6.150860e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.075000e-12,2.764387e-03,5.015945e-06,-3.530002e-07,4.321788e-01,-5.948682e-06,1.506000e-05,3.783056e-01,-2.164083e-07,1.972263e-05,-3.530002e-07,5.446591e-08,-1.523274e-05,1.976726e-05,3.500000e-05,-1.802631e-07,-9.836741e-09,-1.074598e-06,-3.530002e-07,5.446591e-07,5.446591e-08,-5.470194e-06,-3.530002e-07,-1.466544e-04,7.490826e-07,1.224675e-03,-1.281607e-07,8.550368e-03,-2.780507e-06,-6.626130e-03,6.331817e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.087500e-12,2.951389e-03,4.833036e-06,-3.550565e-07,4.319530e-01,-5.947704e-06,1.506702e-05,3.782960e-01,-2.892325e-07,1.972404e-05,-3.550565e-07,4.727281e-08,-1.524184e-05,1.975816e-05,3.500000e-05,-1.802334e-07,-1.314693e-08,-1.236091e-06,-3.550565e-07,4.727281e-07,4.727281e-08,-5.633371e-06,-3.550565e-07,-1.181760e-04,7.510010e-07,1.219092e-03,-1.660844e-07,8.439165e-03,-3.077834e-06,-6.382440e-03,6.504316e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.100000e-12,3.131374e-03,4.646379e-06,-3.567929e-07,4.317273e-01,-5.939596e-06,1.507401e-05,3.782837e-01,-3.613147e-07,1.972553e-05,-3.567929e-07,4.007500e-08,-1.525082e-05,1.974918e-05,3.500000e-05,-1.799878e-07,-1.642339e-08,-1.394102e-06,-3.567929e-07,4.007500e-07,4.007500e-08,-5.789114e-06,-3.567929e-07,-8.964348e-05,7.519283e-07,1.212078e-03,-2.034718e-07,8.316787e-03,-3.369137e-06,-6.132365e-03,6.668151e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.112500e-12,3.304206e-03,4.456221e-06,-3.582079e-07,4.315020e-01,-5.924383e-06,1.508098e-05,3.782686e-01,-4.325794e-07,1.972712e-05,-3.582079e-07,3.287995e-08,-1.525966e-05,1.974034e-05,3.500000e-05,-1.795268e-07,-1.966270e-08,-1.548435e-06,-3.582079e-07,3.287995e-07,3.287995e-08,-5.937237e-06,-3.582079e-07,-6.109451e-05,7.518680e-07,1.203656e-03,-2.402800e-07,8.183470e-03,-3.654057e-06,-5.876238e-03,6.823129e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.125000e-12,3.469756e-03,4.262809e-06,-3.593005e-07,4.312775e-01,-5.902097e-06,1.508792e-05,3.782508e-01,-5.029521e-07,1.972880e-05,-3.593005e-07,2.569511e-08,-1.526836e-05,1.973164e-05,3.500000e-05,-1.788514e-07,-2.286146e-08,-1.698900e-06,-3.593005e-07,2.569511e-07,2.569511e-08,-6.077568e-06,-3.593005e-07,-3.256645e-05,7.508251e-07,1.193849e-03,-2.764670e-07,8.039462e-03,-3.932243e-06,-5.614397e-03,6.969071e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.137500e-12,3.627904e-03,4.066392e-06,-3.600701e-07,4.310540e-01,-5.872779e-06,1.509481e-05,3.782304e-01,-5.723591e-07,1.973058e-05,-3.600701e-07,1.852794e-08,-1.527691e-05,1.972309e-05,3.500000e-05,-1.779630e-07,-2.601632e-08,-1.845312e-06,-3.600701e-07,1.852794e-07,1.852794e-08,-6.209943e-06,-3.600701e-07,-4.096493e-06,7.488059e-07,1.182679e-03,-3.119920e-07,7.885026e-03,-4.203359e-06,-5.347190e-03,7.105807e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.150000e-12,3.778543e-03,3.867222e-06,-3.605167e-07,4.308317e-01,-5.836478e-06,1.510165e-05,3.782074e-01,-6.407277e-07,1.973244e-05,-3.605167e-07,1.138588e-08,-1.528530e-05,1.971470e-05,3.500000e-05,-1.768630e-07,-2.912399e-08,-1.987494e-06,-3.605167e-07,1.138588e-07,1.138588e-08,-6.334213e-06,-3.605167e-07,2.427844e-05,7.458177e-07,1.170175e-03,-3.468153e-07,7.720435e-03,-4.467078e-06,-5.074968e-03,7.233183e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.162500e-12,3.921572e-03,3.665552e-06,-3.606403e-07,4.306109e-01,-5.793250e-06,1.510843e-05,3.781818e-01,-7.079866e-07,1.973439e-05,-3.606403e-07,4.276355e-09,-1.529351e-05,1.970649e-05,3.500000e-05,-1.755530e-07,-3.218121e-08,-2.125276e-06,-3.606403e-07,4.276355e-08,4.276355e-09,-6.450235e-06,-3.606403e-07,5.252171e-05,7.418694e-07,1.156362e-03,-3.808984e-07,7.545978e-03,-4.723084e-06,-4.798091e-03,7.351055e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.175000e-12,4.056901e-03,3.461637e-06,-3.604416e-07,4.303918e-01,-5.743161e-06,1.511514e-05,3.781537e-01,-7.740654e-07,1.973643e-05,-3.604416e-07,-2.793240e-09,-1.530155e-05,1.969845e-05,3.500000e-05,-1.740352e-07,-3.518479e-08,-2.258492e-06,-3.604416e-07,-2.793240e-08,-2.793240e-09,-6.557881e-06,-3.604416e-07,8.059707e-05,7.369708e-07,1.141269e-03,-4.142041e-07,7.361952e-03,-4.971074e-06,-4.516921e-03,7.459294e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.187500e-12,4.184449e-03,3.255732e-06,-3.599215e-07,4.301749e-01,-5.686283e-06,1.512178e-05,3.781230e-01,-8.388952e-07,1.973856e-05,-3.599215e-07,-9.815555e-09,-1.530939e-05,1.969061e-05,3.500000e-05,-1.723116e-07,-3.813160e-08,-2.386985e-06,-3.599215e-07,-9.815555e-08,-9.815555e-09,-6.657033e-06,-3.599215e-07,1.084686e-04,7.311330e-07,1.124927e-03,-4.466964e-07,7.168668e-03,-5.210757e-06,-4.231826e-03,7.557784e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.200000e-12,4.304146e-03,3.048094e-06,-3.590815e-07,4.299602e-01,-5.622698e-06,1.512834e-05,3.780900e-01,-9.024085e-07,1.974077e-05,-3.590815e-07,-1.678328e-08,-1.531704e-05,1.968296e-05,3.500000e-05,-1.703848e-07,-4.101857e-08,-2.510605e-06,-3.590815e-07,-1.678328e-07,-1.678328e-08,-6.747584e-06,-3.590815e-07,1.361010e-04,7.243683e-07,1.107368e-03,-4.783405e-07,6.966446e-03,-5.441856e-06,-3.943178e-03,7.646419e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.212500e-12,4.415932e-03,2.838979e-06,-3.579233e-07,4.297480e-01,-5.552495e-06,1.513481e-05,3.780546e-01,-9.645390e-07,1.974306e-05,-3.579233e-07,-2.368918e-08,-1.532447e-05,1.967553e-05,3.500000e-05,-1.682574e-07,-4.384268e-08,-2.629208e-06,-3.579233e-07,-2.368918e-07,-2.368918e-08,-6.829440e-06,-3.579233e-07,1.634591e-04,7.166901e-07,1.088624e-03,-5.091033e-07,6.755618e-03,-5.664106e-06,-3.651354e-03,7.725111e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.225000e-12,4.519754e-03,2.628642e-06,-3.564490e-07,4.295386e-01,-5.475770e-06,1.514118e-05,3.780168e-01,-1.025222e-06,1.974543e-05,-3.564490e-07,-3.052605e-08,-1.533169e-05,1.966831e-05,3.500000e-05,-1.659324e-07,-4.660102e-08,-2.742658e-06,-3.564490e-07,-3.052605e-07,-3.052605e-08,-6.902517e-06,-3.564490e-07,1.905088e-04,7.081131e-07,1.068729e-03,-5.389526e-07,6.536523e-03,-5.877254e-06,-3.356732e-03,7.793783e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.237500e-12,4.615571e-03,2.417341e-06,-3.546611e-07,4.293323e-01,-5.392627e-06,1.514745e-05,3.779767e-01,-1.084396e-06,1.974788e-05,-3.546611e-07,-3.728679e-08,-1.533869e-05,1.966131e-05,3.500000e-05,-1.634129e-07,-4.929071e-08,-2.850827e-06,-3.546611e-07,-3.728679e-07,-3.728679e-08,-6.966745e-06,-3.546611e-07,2.172160e-04,6.986529e-07,1.047718e-03,-5.678582e-07,6.309512e-03,-6.081063e-06,-3.059694e-03,7.852371e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.250000e-12,4.703351e-03,2.205331e-06,-3.525626e-07,4.291292e-01,-5.303178e-06,1.515360e-05,3.779345e-01,-1.141997e-06,1.975041e-05,-3.525626e-07,-4.396436e-08,-1.534546e-05,1.965454e-05,3.500000e-05,-1.607024e-07,-5.190898e-08,-2.953596e-06,-3.525626e-07,-4.396436e-07,-4.396436e-08,-7.022064e-06,-3.525626e-07,2.435476e-04,6.883262e-07,1.025629e-03,-5.957907e-07,6.074943e-03,-6.275308e-06,-2.760623e-03,7.900826e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.262500e-12,4.783073e-03,1.992866e-06,-3.501565e-07,4.289297e-01,-5.207541e-06,1.515964e-05,3.778900e-01,-1.197968e-06,1.975302e-05,-3.501565e-07,-5.055184e-08,-1.535199e-05,1.964801e-05,3.500000e-05,-1.578043e-07,-5.445311e-08,-3.050851e-06,-3.501565e-07,-5.055184e-07,-5.055184e-08,-7.068426e-06,-3.501565e-07,2.694710e-04,6.771510e-07,1.002498e-03,-6.227228e-07,5.833185e-03,-6.459780e-06,-2.459906e-03,7.939111e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.275000e-12,4.854724e-03,1.780201e-06,-3.474467e-07,4.287339e-01,-5.105844e-06,1.516555e-05,3.778435e-01,-1.252251e-06,1.975569e-05,-3.474467e-07,-5.704237e-08,-1.535827e-05,1.964173e-05,3.500000e-05,-1.547225e-07,-5.692050e-08,-3.142487e-06,-3.474467e-07,-5.704237e-07,-5.704237e-08,-7.105797e-06,-3.474467e-07,2.949544e-04,6.651460e-07,9.783632e-04,-6.486282e-07,5.584612e-03,-6.634282e-06,-2.157928e-03,7.967203e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.287500e-12,4.918300e-03,1.567586e-06,-3.444369e-07,4.285420e-01,-4.998218e-06,1.517133e-05,3.777950e-01,-1.304789e-06,1.975844e-05,-3.444369e-07,-6.342921e-08,-1.536430e-05,1.963570e-05,3.500000e-05,-1.514611e-07,-5.930860e-08,-3.228409e-06,-3.444369e-07,-6.342921e-07,-6.342921e-08,-7.134151e-06,-3.444369e-07,3.199666e-04,6.523312e-07,9.532651e-04,-6.734824e-07,5.329605e-03,-6.798634e-06,-1.855077e-03,7.985094e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.300000e-12,4.973809e-03,1.355273e-06,-3.411315e-07,4.283544e-01,-4.884803e-06,1.517697e-05,3.777445e-01,-1.355530e-06,1.976125e-05,-3.411315e-07,-6.970576e-08,-1.537007e-05,1.962993e-05,3.500000e-05,-1.480243e-07,-6.161498e-08,-3.308528e-06,-3.411315e-07,-6.970576e-07,-6.970576e-08,-7.153478e-06,-3.411315e-07,3.444773e-04,6.387273e-07,9.272436e-04,-6.972625e-07,5.068553e-03,-6.952668e-06,-1.551741e-03,7.992788e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.312500e-12,5.021267e-03,1.143509e-06,-3.375352e-07,4.281712e-01,-4.765747e-06,1.518246e-05,3.776921e-01,-1.404420e-06,1.976412e-05,-3.375352e-07,-7.586549e-08,-1.537558e-05,1.962442e-05,3.500000e-05,-1.444166e-07,-6.383729e-08,-3.382763e-06,-3.375352e-07,-7.586549e-07,-7.586549e-08,-7.163777e-06,-3.375352e-07,3.684569e-04,6.243561e-07,9.003399e-04,-7.199470e-07,4.801851e-03,-7.096232e-06,-1.248305e-03,7.990302e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.325000e-12,5.060700e-03,9.325396e-07,-3.336529e-07,4.279926e-01,-4.641201e-06,1.518780e-05,3.776379e-01,-1.451412e-06,1.976706e-05,-3.336529e-07,-8.190206e-08,-1.538081e-05,1.961919e-05,3.500000e-05,-1.406425e-07,-6.597326e-08,-3.451045e-06,-3.336529e-07,-8.190206e-07,-8.190206e-08,-7.165061e-06,-3.336529e-07,3.918768e-04,6.092403e-07,8.725960e-04,-7.415160e-07,4.529899e-03,-7.229191e-06,-9.451561e-04,7.977669e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.337500e-12,5.092141e-03,7.226087e-07,-3.294900e-07,4.278188e-01,-4.511326e-06,1.519299e-05,3.775819e-01,-1.496457e-06,1.977006e-05,-3.294900e-07,-8.780921e-08,-1.538577e-05,1.961423e-05,3.500000e-05,-1.367069e-07,-6.802076e-08,-3.513309e-06,-3.294900e-07,-8.780921e-07,-8.780921e-08,-7.157354e-06,-3.294900e-07,4.147091e-04,5.934034e-07,8.440545e-04,-7.619513e-07,4.253102e-03,-7.351421e-06,-6.426787e-04,7.954932e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.350000e-12,5.115635e-03,5.139561e-07,-3.250520e-07,4.276501e-01,-4.376287e-06,1.519801e-05,3.775243e-01,-1.539510e-06,1.977311e-05,-3.250520e-07,-9.358086e-08,-1.539045e-05,1.960955e-05,3.500000e-05,-1.326148e-07,-6.997772e-08,-3.569501e-06,-3.250520e-07,-9.358086e-07,-9.358086e-08,-7.140691e-06,-3.250520e-07,4.369268e-04,5.768698e-07,8.147589e-04,-7.812363e-07,3.971870e-03,-7.462817e-06,-3.412552e-04,7.922149e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.362500e-12,5.131236e-03,3.068187e-07,-3.203450e-07,4.274866e-01,-4.236255e-06,1.520286e-05,3.774650e-01,-1.580528e-06,1.977622e-05,-3.203450e-07,-9.921108e-08,-1.539483e-05,1.960517e-05,3.500000e-05,-1.283713e-07,-7.184219e-08,-3.619574e-06,-3.203450e-07,-9.921108e-07,-9.921108e-08,-7.115119e-06,-3.203450e-07,4.585040e-04,5.596646e-07,7.847531e-04,-7.993561e-07,3.686615e-03,-7.563286e-06,-4.126564e-05,7.879391e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.375000e-12,5.139004e-03,1.014300e-07,-3.153751e-07,4.273285e-01,-4.091406e-06,1.520754e-05,3.774043e-01,-1.619471e-06,1.977938e-05,-3.153751e-07,-1.046941e-07,-1.539893e-05,1.960107e-05,3.500000e-05,-1.239820e-07,-7.361233e-08,-3.663492e-06,-3.153751e-07,-1.046941e-06,-1.046941e-07,-7.080698e-06,-3.153751e-07,4.794158e-04,5.418139e-07,7.540816e-04,-8.162971e-07,3.397753e-03,-7.652754e-06,2.569128e-04,7.826743e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.387500e-12,5.139012e-03,-1.019800e-07,-3.101489e-07,4.271760e-01,-3.941923e-06,1.521204e-05,3.773421e-01,-1.656301e-06,1.978258e-05,-3.101489e-07,-1.100243e-07,-1.540273e-05,1.959727e-05,3.500000e-05,-1.194522e-07,-7.528639e-08,-3.701225e-06,-3.101489e-07,-1.100243e-06,-1.100243e-07,-7.037498e-06,-3.101489e-07,4.996381e-04,5.233443e-07,7.227894e-04,-8.320478e-07,3.105705e-03,-7.731158e-06,5.529065e-04,7.764301e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.400000e-12,5.131337e-03,-3.031858e-07,-3.046732e-07,4.270292e-01,-3.787994e-06,1.521635e-05,3.772785e-01,-1.690981e-06,1.978582e-05,-3.046732e-07,-1.151962e-07,-1.540623e-05,1.959377e-05,3.500000e-05,-1.147877e-07,-7.686276e-08,-3.732753e-06,-3.046732e-07,-1.151962e-06,-1.151962e-07,-6.985601e-06,-3.046732e-07,5.191478e-04,5.042832e-07,6.909219e-04,-8.465981e-07,2.810890e-03,-7.798454e-06,8.463455e-04,7.692175e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.412500e-12,5.116068e-03,-5.019656e-07,-2.989551e-07,4.268884e-01,-3.629811e-06,1.522047e-05,3.772137e-01,-1.723478e-06,1.978911e-05,-2.989551e-07,-1.202045e-07,-1.540943e-05,1.959057e-05,3.500000e-05,-1.099943e-07,-7.833992e-08,-3.758064e-06,-2.989551e-07,-1.202045e-06,-1.202045e-07,-6.925099e-06,-2.989551e-07,5.379232e-04,4.846585e-07,6.585247e-04,-8.599396e-07,2.513730e-03,-7.854611e-06,1.136865e-03,7.610486e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.425000e-12,5.093302e-03,-6.981023e-07,-2.930021e-07,4.267536e-01,-3.467571e-06,1.522440e-05,3.771477e-01,-1.753762e-06,1.979243e-05,-2.930021e-07,-1.250443e-07,-1.541233e-05,1.958767e-05,3.500000e-05,-1.050779e-07,-7.971646e-08,-3.777155e-06,-2.930021e-07,-1.250443e-06,-1.250443e-07,-6.856097e-06,-2.930021e-07,5.559433e-04,4.644989e-07,6.256440e-04,-8.720654e-07,2.214650e-03,-7.899615e-06,1.424103e-03,7.519369e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.437500e-12,5.063143e-03,-8.913836e-07,-2.868216e-07,4.266251e-01,-3.301476e-06,1.522813e-05,3.770806e-01,-1.781804e-06,1.979579e-05,-2.868216e-07,-1.297106e-07,-1.541491e-05,1.958509e-05,3.500000e-05,-1.000447e-07,-8.099110e-08,-3.790032e-06,-2.868216e-07,-1.297106e-06,-1.297106e-07,-6.778710e-06,-2.868216e-07,5.731883e-04,4.438336e-07,5.923259e-04,-8.829706e-07,1.914072e-03,-7.933465e-06,1.707706e-03,7.418970e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.450000e-12,5.025702e-03,-1.081602e-06,-2.804216e-07,4.265030e-01,-3.131731e-06,1.523166e-05,3.770124e-01,-1.807579e-06,1.979918e-05,-2.804216e-07,-1.341987e-07,-1.541718e-05,1.958282e-05,3.500000e-05,-9.490095e-08,-8.216268e-08,-3.796708e-06,-2.804216e-07,-1.341987e-06,-1.341987e-07,-6.693062e-06,-2.804216e-07,5.896397e-04,4.226922e-07,5.586170e-04,-8.926516e-07,1.612420e-03,-7.956178e-06,1.987324e-03,7.309447e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.462500e-12,4.981101e-03,-1.268555e-06,-2.738101e-07,4.263874e-01,-2.958547e-06,1.523498e-05,3.769434e-01,-1.831063e-06,1.980259e-05,-2.738101e-07,-1.385041e-07,-1.541914e-05,1.958086e-05,3.500000e-05,-8.965295e-08,-8.323014e-08,-3.797205e-06,-2.738101e-07,-1.385041e-06,-1.385041e-07,-6.599291e-06,-2.738101e-07,6.052799e-04,4.011050e-07,5.245636e-04,-9.011067e-07,1.310117e-03,-7.967783e-06,2.262613e-03,7.190971e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.475000e-12,4.929466e-03,-1.452046e-06,-2.669956e-07,4.262784e-01,-2.782138e-06,1.523810e-05,3.768734e-01,-1.852236e-06,1.980603e-05,-2.669956e-07,-1.426227e-07,-1.542078e-05,1.957922e-05,3.500000e-05,-8.430720e-08,-8.419256e-08,-3.791554e-06,-2.669956e-07,-1.426227e-06,-1.426227e-07,-6.497542e-06,-2.669956e-07,6.200927e-04,3.791027e-07,4.902124e-04,-9.083356e-07,1.007582e-03,-7.968326e-06,2.533238e-03,7.063722e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.487500e-12,4.870933e-03,-1.631884e-06,-2.599865e-07,4.261761e-01,-2.602719e-06,1.524100e-05,3.768027e-01,-1.871080e-06,1.980949e-05,-2.599865e-07,-1.465502e-07,-1.542211e-05,1.957789e-05,3.500000e-05,-7.887028e-08,-8.504911e-08,-3.779794e-06,-2.599865e-07,-1.465502e-06,-1.465502e-07,-6.387972e-06,-2.599865e-07,6.340627e-04,3.567163e-07,4.556099e-04,-9.143397e-07,7.052345e-04,-7.957869e-06,2.798868e-03,6.927892e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.500000e-12,4.805645e-03,-1.807882e-06,-2.527915e-07,4.260808e-01,-2.420512e-06,1.524368e-05,3.767314e-01,-1.887581e-06,1.981296e-05,-2.527915e-07,-1.502828e-07,-1.542312e-05,1.957688e-05,3.500000e-05,-7.334884e-08,-8.579913e-08,-3.761972e-06,-2.527915e-07,-1.502828e-06,-1.502828e-07,-6.270747e-06,-2.527915e-07,6.471760e-04,3.339771e-07,4.208025e-04,-9.191221e-07,4.034914e-04,-7.936484e-06,3.059182e-03,6.783685e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.512500e-12,4.733750e-03,-1.979862e-06,-2.454197e-07,4.259924e-01,-2.235739e-06,1.524615e-05,3.766594e-01,-1.901725e-06,1.981644e-05,-2.454197e-07,-1.538170e-07,-1.542382e-05,1.957618e-05,3.500000e-05,-6.774966e-08,-8.644204e-08,-3.738144e-06,-2.454197e-07,-1.538170e-06,-1.538170e-07,-6.146042e-06,-2.454197e-07,6.594199e-04,3.109170e-07,3.858366e-04,-9.226874e-07,1.027655e-04,-7.904262e-06,3.313865e-03,6.631314e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.525000e-12,4.655404e-03,-2.147649e-06,-2.378801e-07,4.259110e-01,-2.048626e-06,1.524839e-05,3.765870e-01,-1.913503e-06,1.981994e-05,-2.378801e-07,-1.571493e-07,-1.542419e-05,1.957581e-05,3.500000e-05,-6.207957e-08,-8.697739e-08,-3.708372e-06,-2.378801e-07,-1.571493e-06,-1.571493e-07,-6.014044e-06,-2.378801e-07,6.707828e-04,2.875678e-07,3.507582e-04,-9.250418e-07,-1.965335e-04,-7.861307e-06,3.562613e-03,6.471003e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.537500e-12,4.570769e-03,-2.311077e-06,-2.301821e-07,4.258368e-01,-1.859401e-06,1.525041e-05,3.765142e-01,-1.922907e-06,1.982343e-05,-2.301821e-07,-1.602766e-07,-1.542425e-05,1.957575e-05,3.500000e-05,-5.634548e-08,-8.740488e-08,-3.672729e-06,-2.301821e-07,-1.602766e-06,-1.602766e-07,-5.874945e-06,-2.301821e-07,6.812542e-04,2.639619e-07,3.156131e-04,-9.261930e-07,-4.940006e-04,-7.807737e-06,3.805128e-03,6.302985e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.550000e-12,4.480015e-03,-2.469985e-06,-2.223349e-07,4.257699e-01,-1.668294e-06,1.525221e-05,3.764410e-01,-1.929935e-06,1.982693e-05,-2.223349e-07,-1.631959e-07,-1.542399e-05,1.957601e-05,3.500000e-05,-5.055437e-08,-8.772432e-08,-3.631291e-06,-2.223349e-07,-1.631959e-06,-1.631959e-07,-5.728950e-06,-2.223349e-07,6.908251e-04,2.401316e-07,2.804470e-04,-9.261504e-07,-7.892350e-04,-7.743682e-06,4.041121e-03,6.127503e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.562500e-12,4.383316e-03,-2.624218e-06,-2.143483e-07,4.257102e-01,-1.475537e-06,1.525378e-05,3.763677e-01,-1.934584e-06,1.983043e-05,-2.143483e-07,-1.659046e-07,-1.542341e-05,1.957659e-05,3.500000e-05,-4.471325e-08,-8.793562e-08,-3.584147e-06,-2.143483e-07,-1.659046e-06,-1.659046e-07,-5.576268e-06,-2.143483e-07,6.994875e-04,2.161096e-07,2.453048e-04,-9.249246e-07,-1.081841e-03,-7.669288e-06,4.270315e-03,5.944809e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.575000e-12,4.280851e-03,-2.773630e-06,-2.062319e-07,4.256578e-01,-1.281363e-06,1.525512e-05,3.762942e-01,-1.936855e-06,1.983392e-05,-2.062319e-07,-1.684001e-07,-1.542252e-05,1.957748e-05,3.500000e-05,-3.882920e-08,-8.803885e-08,-3.531391e-06,-2.062319e-07,-1.684001e-06,-1.684001e-07,-5.417120e-06,-2.062319e-07,7.072348e-04,1.919283e-07,2.102312e-04,-9.225281e-07,-1.371430e-03,-7.584714e-06,4.492440e-03,5.755165e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.587500e-12,4.172807e-03,-2.918080e-06,-1.979955e-07,4.256129e-01,-1.086007e-06,1.525623e-05,3.762206e-01,-1.936752e-06,1.983740e-05,-1.979955e-07,-1.706804e-07,-1.542132e-05,1.957868e-05,3.500000e-05,-3.290932e-08,-8.803418e-08,-3.473122e-06,-1.979955e-07,-1.706804e-06,-1.706804e-07,-5.251732e-06,-1.979955e-07,7.140616e-04,1.676206e-07,1.752706e-04,-9.189744e-07,-1.657619e-03,-7.490132e-06,4.707238e-03,5.558839e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.600000e-12,4.059375e-03,-3.057435e-06,-1.896491e-07,4.255754e-01,-8.897046e-07,1.525712e-05,3.761471e-01,-1.934282e-06,1.984086e-05,-1.896491e-07,-1.727434e-07,-1.541980e-05,1.958020e-05,3.500000e-05,-2.696075e-08,-8.792192e-08,-3.409450e-06,-1.896491e-07,-1.727434e-06,-1.727434e-07,-5.080340e-06,-1.896491e-07,7.199637e-04,1.432192e-07,1.404665e-04,-9.142789e-07,-1.940030e-03,-7.385725e-06,4.914460e-03,5.356109e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.612500e-12,3.940750e-03,-3.191568e-06,-1.812028e-07,4.255453e-01,-6.926908e-07,1.525777e-05,3.760738e-01,-1.929455e-06,1.984431e-05,-1.812028e-07,-1.745874e-07,-1.541798e-05,1.958202e-05,3.500000e-05,-2.099063e-08,-8.770250e-08,-3.340491e-06,-1.812028e-07,-1.745874e-06,-1.745874e-07,-4.903186e-06,-1.812028e-07,7.249381e-04,1.187567e-07,1.058619e-04,-9.084580e-07,-2.218294e-03,-7.271691e-06,5.113868e-03,5.147260e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.625000e-12,3.817133e-03,-3.320360e-06,-1.726665e-07,4.255228e-01,-4.952025e-07,1.525819e-05,3.760007e-01,-1.922282e-06,1.984773e-05,-1.726665e-07,-1.762110e-07,-1.541585e-05,1.958415e-05,3.500000e-05,-1.500614e-08,-8.737647e-08,-3.266366e-06,-1.726665e-07,-1.762110e-06,-1.762110e-07,-4.720518e-06,-1.726665e-07,7.289831e-04,9.426572e-08,7.149935e-05,-9.015296e-07,-2.492050e-03,-7.148238e-06,5.305236e-03,4.932583e-06,0.000000e+00,0.000000e+00,0.000000e+00
8.637500e-12,3.688729e-03,-3.443701e-06,-1.640505e-07,4.255077e-01,-2.974760e-07,1.525839e-05,3.759278e-01,-1.912779e-06,1.985114e-05,-1.640505e-07,-1.776129e-07,-1.541342e-05,1.958658e-05,3.500000e-05,-9.014424e-09,-8.694449e-08,-3.187204e-06,-1.640505e-07,-1.776129e-06,-1.776129e-07,-4.532591e-06,-1.640505e-07,7.320983e-04,6.977878e-08,3.742040e-05,-8.935131e-07,-2.760945e-03,-7.015588e-06,5.488348e-03,4.712379e-06,0.000000e+00,0.000000e+00,0.000000e+00
